Uniq Id,Crawl Timestamp,Pageurl,Skuid,Product Title,Brand,List Price,Sale Price,Discount Percentage,Breadcrumbs,Color,Stock Availability,Average Rating,Number Of Ratings,Seller Name,Image Urls,Product Specs,Best Sellers Rank,Image 3,Billing Id
846a2622b42f593be48036554abf97ff,2025-04-04 07:29:14 +0000,https://www.amazon.in/dp/B0BWRB6KQ4,B0BWRB6KQ4,Red Tape Sports Walking Shoes for Men | Durable & Slip Resistant,Red Tape,5299,1802,65.99,Shoes & Handbags | Shoes | Men's Shoes | Sports & Outdoor Shoes | Walking Shoes,Black|Black/White|Grey|Navy|White,In Stock,3.4,59,Cocoblu Retail,https://m.media-amazon.com/images/I/31dTu40uq9L.jpg|https://m.media-amazon.com/images/I/51AgKViZKVL.jpg|https://m.media-amazon.com/images/I/31yV+01dvgL.jpg|https://m.media-amazon.com/images/I/41qd30I1PGL.jpg|https://m.media-amazon.com/images/I/41ETRL0HhAL.jpg|https://m.media-amazon.com/images/I/41+xdvYhzML.jpg,"Date First Available ‏ : ‎ 24 February 2023 | Manufacturer ‏ : ‎ MIRZA INTERNATIONAL LTD.,14/6, CIVIL LINES, KANPUR-208001 | ASIN ‏ : ‎ B0BWRB6KQ4 | Item model number ‏ : ‎ RSO3025 | Country of Origin ‏ : ‎ India | Department ‏ : ‎ mens | Manufacturer ‏ : ‎ MIRZA INTERNATIONAL LTD.,14/6, CIVIL LINES, KANPUR-208001, MIRZA INTERNATIONAL LTD., 14/6, CIVIL LINES, KANPUR-208001 | Packer ‏ : ‎ MIRZA INTERNATIONAL LTD., 14/6, CIVIL LINES, KANPUR-208001 | Importer ‏ : ‎ MIRZA INTERNATIONAL LTD., 14/6, CIVIL LINES, KANPUR-208001 | Item Weight ‏ : ‎ 700 g | Item Dimensions LxWxH ‏ : ‎ 34.5 x 20.5 x 12.5 Centimeters | Net Quantity ‏ : ‎ 1 Set | Generic Name ‏ : ‎ Walking Shoes | Best Sellers Rank: #4,262 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #133 in Men's Walking Shoes","#4,262 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #133 in Men's Walking Shoes",https://m.media-amazon.com/images/I/61q6fCLtMGL._SL1500_.jpg,559bcfb078a324d7f174f0a3eed1c28d
186adf3717eb54ba84f0298d8925ffab,2025-04-04 07:29:14 +0001,https://www.amazon.in/dp/B0CV4ZJQ7L,B0CV4ZJQ7L,"Red Tape Casual Sneakers Shoes for Men | Soft Cushioned Insole, Slip-Resistance, Dynamic Feet Support, Arch Support & Shock Absorption",Red Tape,5899,1179,80.01,Shoes & Handbags | Shoes | Men's Shoes | Casual Shoes | Sneakers,Beige/Black|Black/Green|Black/Light Green|Blue/Grey|Navy,In Stock,4.2,51,REDTAPE LIMITED,https://m.media-amazon.com/images/I/31VTEgPDJjL.jpg|https://m.media-amazon.com/images/I/31wmScxBIyL.jpg|https://m.media-amazon.com/images/I/415h9mGftHL.jpg|https://m.media-amazon.com/images/I/4106bxF7EyL.jpg|https://m.media-amazon.com/images/I/410AsXSqaML.jpg|https://m.media-amazon.com/images/I/41m60KZBSeL.jpg,"Date First Available ‏ : ‎ 7 February 2024 | Manufacturer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Uttar Pradesh - 201301 | ASIN ‏ : ‎ B0CV4ZJQ7L | Item model number ‏ : ‎ RSL0492 | Country of Origin ‏ : ‎ Bangladesh | Department ‏ : ‎ mens | Manufacturer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Uttar Pradesh - 201301, customercare@redtapeindia.com, +91 7836850000 | Packer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Gautam Buddha Nagar, Uttar Pradesh - 201301 | Importer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Gautam Buddha Nagar, Uttar Pradesh - 201301 | Item Weight ‏ : ‎ 730 g | Item Dimensions LxWxH ‏ : ‎ 34.5 x 22.5 x 12.5 Centimeters | Net Quantity ‏ : ‎ 1.00 Set | Generic Name ‏ : ‎ Sneaker | Best Sellers Rank: #102 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #7 in Men's Sneakers",#102 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #7 in Men's Sneakers,https://m.media-amazon.com/images/I/71u4Ft66nUL._SL1500_.jpg,6da82d1a8e7db4dda7b5e8264b56ab99
0fc80820ab408ea53a7aac8fc82446bf,2025-04-04 07:29:14 +0002,https://www.amazon.in/dp/B0C45T98NQ,B0C45T98NQ,"Red Tape Women's Casual Sneakers Shoes | Soft Cushioned Insole, Slip-Resistance, Dynamic Feet Support, Arch Support & Shock Absorption",Red Tape,5699,1709,70.01,Shoes & Handbags | Shoes | Women's Shoes | Casual Shoes | Sneakers,Brown/Beige|Dark Green|Mint Green|White|White/Blue,In Stock,4.3,232,REDTAPE LIMITED,https://m.media-amazon.com/images/I/415XKeWTaqL.jpg|https://m.media-amazon.com/images/I/51+9c62tX2L.jpg|https://m.media-amazon.com/images/I/41YO55luK2L.jpg|https://m.media-amazon.com/images/I/41iVyWtA+LL.jpg|https://m.media-amazon.com/images/I/414F4XSP2OL.jpg|https://m.media-amazon.com/images/I/519fnQpCfiL.jpg,"Date First Available ‏ : ‎ 3 May 2023 | Manufacturer ‏ : ‎ Importer:-REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Uttar Pradesh - 201301 | ASIN ‏ : ‎ B0C45T98NQ | Item model number ‏ : ‎ RLL0086 | Country of Origin ‏ : ‎ Bangladesh | Department ‏ : ‎ womens | Manufacturer ‏ : ‎ Importer:-REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Uttar Pradesh - 201301, customercare@redtapeindia.com, +91 7836850000 | Packer ‏ : ‎ Importer:-REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Uttar Pradesh - 201301 | Importer ‏ : ‎ Importer:-REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Uttar Pradesh - 201301 | Item Weight ‏ : ‎ 870 g | Item Dimensions LxWxH ‏ : ‎ 29 x 21 x 12 Centimeters | Net Quantity ‏ : ‎ 1 Set | Generic Name ‏ : ‎ Sneakers | Best Sellers Rank: #1,312 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #40 in Women's Sneakers","#1,312 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #40 in Women's Sneakers",https://m.media-amazon.com/images/I/71u4Ft66nUL._SL1500_.jpg,39af36440ce52a30c6a62955a37e39c7
e173f1e2a4d90e99e0202d7ee393235f,2025-04-04 07:29:14 +0003,https://www.amazon.in/dp/B09N79D5MH,B09N79D5MH,Red Tape Women's Walking Shoes,Red Tape,6999,1399,80.01,Shoes & Handbags | Shoes | Women's Shoes | Sports & Outdoor Shoes | Walking Shoes,Black|White|Pink,In Stock,4,125,Cocoblu Retail,https://m.media-amazon.com/images/I/41PlWgM8bvL.jpg|https://m.media-amazon.com/images/I/319giRXc8dL.jpg|https://m.media-amazon.com/images/I/31AL2fNzGcL.jpg|https://m.media-amazon.com/images/I/41COSm-IHFL.jpg|https://m.media-amazon.com/images/I/41YmBv1smmL.jpg|https://m.media-amazon.com/images/I/41tnE24cIML.jpg,"Date First Available ‏ : ‎ 7 December 2021 | Manufacturer ‏ : ‎ Red Tape | ASIN ‏ : ‎ B09N79D5MH | Item model number ‏ : ‎ RLO0623A | Country of Origin ‏ : ‎ Bangladesh | Department ‏ : ‎ womens | Manufacturer ‏ : ‎ Red Tape, Importer:-MIRZA INTERNATIONAL LTD., 14/6, CIVIL LINES, KANPUR-208001 | Packer ‏ : ‎ Importer:-MIRZA INTERNATIONAL LTD., 14/6, CIVIL LINES, KANPUR-208001 | Importer ‏ : ‎ Importer:-MIRZA INTERNATIONAL LTD., 14/6, CIVIL LINES, KANPUR-208001 | Item Weight ‏ : ‎ 600 g | Item Dimensions LxWxH ‏ : ‎ 24.5 x 20 x 11 Centimeters | Net Quantity ‏ : ‎ 1 Set | Generic Name ‏ : ‎ sports running shoes | Best Sellers Rank: #28,467 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #296 in Women's Walking Shoes","#28,467 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #296 in Women's Walking Shoes",https://m.media-amazon.com/images/I/91hgfyE-A-L._SL1500_.jpg,9378a0c62b940e4143a16b69e5e125c9
f613fed05bbade0dcf6f33b855b6bc2b,2025-04-04 07:29:14 +0004,https://www.amazon.in/dp/B0CH3BSG3M,B0CH3BSG3M,Red Tape Casual Sneaker Shoes for Women | Stylish and Comfortable,Red Tape,5399,1619,70.01,Shoes & Handbags | Shoes | Women's Shoes | Casual Shoes | Sneakers,White/Blue,In Stock,4.2,189,REDTAPE LIMITED,https://m.media-amazon.com/images/I/41vBUH7zurL.jpg|https://m.media-amazon.com/images/I/41pBpicr1xL.jpg|https://m.media-amazon.com/images/I/51h8S6h42RL.jpg|https://m.media-amazon.com/images/I/41rY41iOzhL.jpg|https://m.media-amazon.com/images/I/414F4XSP2OL.jpg|https://m.media-amazon.com/images/I/51tisY1qWlL.jpg,"Date First Available ‏ : ‎ 1 September 2023 | Manufacturer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Uttar Pradesh - 201301 | ASIN ‏ : ‎ B0CH3BSG3M | Item model number ‏ : ‎ RLL0124 | Country of Origin ‏ : ‎ Bangladesh | Department ‏ : ‎ mens | Manufacturer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Uttar Pradesh - 201301, customercare@redtapeindia.com, +91 7836850000 | Packer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Gautam Buddha Nagar, Uttar Pradesh - 201301 | Importer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Gautam Buddha Nagar, Uttar Pradesh - 201301 | Item Weight ‏ : ‎ 900 g | Item Dimensions LxWxH ‏ : ‎ 32 x 21 x 12.5 Centimeters | Net Quantity ‏ : ‎ 1.00 Set | Generic Name ‏ : ‎ Sneakers | Best Sellers Rank: #2,712 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #117 in Women's Sneakers","#2,712 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #117 in Women's Sneakers",https://m.media-amazon.com/images/I/61uDrAcM6RL._SL1100_.jpg,c18073fdc260092041697d5702d102a3
0c7acee10b76e3f95ab53bf51054c2b0,2025-04-04 07:29:14 +0005,https://www.amazon.in/dp/B0CLD8J6HP,B0CLD8J6HP,"Red Tape Sports Walking Shoes for Men | Soft Cushioned Insole, Slip-Resistance, Dynamic Feet Support, Arch Support & Shock Absorption",Red Tape,8999,1799,80.01,Shoes & Handbags | Shoes | Men's Shoes | Sports & Outdoor Shoes | Walking Shoes,Black/White,In Stock,,,REDTAPE LIMITED,https://m.media-amazon.com/images/I/41UCGJ5c6lL.jpg|https://m.media-amazon.com/images/I/5175cFTBY9L.jpg|https://m.media-amazon.com/images/I/514UEA3UCAL.jpg|https://m.media-amazon.com/images/I/41Gb3064GYL.jpg|https://m.media-amazon.com/images/I/41fLuR0dZHL.jpg|https://m.media-amazon.com/images/I/51g1B-DV8IL.jpg|https://m.media-amazon.com/images/I/417YPblzLuL.jpg,"Date First Available ‏ : ‎ 19 October 2023 | Manufacturer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Uttar Pradesh - 201301 | ASIN ‏ : ‎ B0CLD8J6HP | Item model number ‏ : ‎ RSO3452 | Country of Origin ‏ : ‎ Bangladesh | Department ‏ : ‎ mens | Manufacturer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Uttar Pradesh - 201301, customercare@redtapeindia.com, +91 7836850000 | Packer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Gautam Buddha Nagar, Uttar Pradesh - 201301 | Importer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Gautam Buddha Nagar, Uttar Pradesh - 201301 | Item Weight ‏ : ‎ 700 g | Item Dimensions LxWxH ‏ : ‎ 32 x 22 x 12.5 Centimeters | Net Quantity ‏ : ‎ 1.00 Set | Generic Name ‏ : ‎ Walking Shoes | Best Sellers Rank: #13,309 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #234 in Men's Walking Shoes","#13,309 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #234 in Men's Walking Shoes",https://m.media-amazon.com/images/I/61uDrAcM6RL._SL1100_.jpg,e0530499a8627f688b896a3c3106140b
1b7f2018ebfb84ca001f35d2e01e0a5a,2025-04-04 07:29:14 +0006,https://www.amazon.in/dp/B0BBLHH2KQ,B0BBLHH2KQ,Red Tape Women's Walking Shoes,Red Tape,5099,1529,70.01,Shoes & Handbags | Shoes | Women's Shoes | Sports & Outdoor Shoes | Walking Shoes,Pink/Blue|Pink/Navy|White|White/Blue|White/Purple,In Stock,4.2,1756,REDTAPE LIMITED,https://m.media-amazon.com/images/I/31YmGkbWunL.jpg|https://m.media-amazon.com/images/I/41WX0AsSwqL.jpg|https://m.media-amazon.com/images/I/31ddNHQO7+L.jpg|https://m.media-amazon.com/images/I/41FRliHgA2L.jpg|https://m.media-amazon.com/images/I/41nCENNg3WL.jpg|https://m.media-amazon.com/images/I/51DGAS5rvgL.jpg,"Date First Available ‏ : ‎ 23 August 2022 | Manufacturer ‏ : ‎ Importer:-MIRZA INTERNATIONAL LTD., 14/6, CIVIL LINES, KANPUR-208001 | ASIN ‏ : ‎ B0BBLHH2KQ | Item model number ‏ : ‎ RLO1414 | Country of Origin ‏ : ‎ Bangladesh | Department ‏ : ‎ womens | Manufacturer ‏ : ‎ Importer:-MIRZA INTERNATIONAL LTD., 14/6, CIVIL LINES, KANPUR-208001, Importer:-MIRZA INTERNATIONAL LTD., 14/6, CIVIL LINES, KANPUR-208001 | Packer ‏ : ‎ Importer:-MIRZA INTERNATIONAL LTD., 14/6, CIVIL LINES, KANPUR-208001 | Importer ‏ : ‎ Importer:-MIRZA INTERNATIONAL LTD., 14/6, CIVIL LINES, KANPUR-208001 | Item Weight ‏ : ‎ 400 g | Item Dimensions LxWxH ‏ : ‎ 29 x 20 x 11 Centimeters | Net Quantity ‏ : ‎ 1 Set | Generic Name ‏ : ‎ Walking Shoes | Best Sellers Rank: #166 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #3 in Women's Walking Shoes",#166 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #3 in Women's Walking Shoes,https://m.media-amazon.com/images/I/61uDrAcM6RL._SL1100_.jpg,93e32235f7e3a04bde9e1f23f7c7cba1
be572b8cecbd57ba6e49b2dd32efa6db,2025-04-04 07:29:14 +0007,https://www.amazon.in/dp/B0CBFSR42V,B0CBFSR42V,"Red Tape Sports Shoes for Men | Shock Absorbant, Slip Resistant, Dynamic Feet Support & Soft Cushion Insole",Red Tape,5999,1799,70.01,Shoes & Handbags | Shoes | Men's Shoes | Sports & Outdoor Shoes | Running Shoes,Black|Grey|White|Navy,In Stock,4,56,REDTAPE LIMITED,https://m.media-amazon.com/images/I/418-4k-A5aL.jpg|https://m.media-amazon.com/images/I/51lfwYih8sL.jpg|https://m.media-amazon.com/images/I/51izyl4s1ML.jpg|https://m.media-amazon.com/images/I/41qA+RVHLdL.jpg|https://m.media-amazon.com/images/I/41ETRL0HhAL.jpg|https://m.media-amazon.com/images/I/51nnewGPOrL.jpg,"Date First Available ‏ : ‎ 8 July 2023 | Manufacturer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Uttar Pradesh - 201301 | ASIN ‏ : ‎ B0CBFSR42V | Item model number ‏ : ‎ RSO2521 | Country of Origin ‏ : ‎ Nepal | Department ‏ : ‎ mens | Manufacturer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Uttar Pradesh - 201301, customercare@redtapeindia.com, +91 7836850000 | Packer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Gautam Buddha Nagar, Uttar Pradesh - 201301 | Importer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Gautam Buddha Nagar, Uttar Pradesh - 201301 | Item Weight ‏ : ‎ 700 g | Item Dimensions LxWxH ‏ : ‎ 34.5 x 20.5 x 12.5 Centimeters | Net Quantity ‏ : ‎ 1 Set | Generic Name ‏ : ‎ Walking Shoes | Best Sellers Rank: #10,496 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #917 in Men's Running Shoes","#10,496 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #917 in Men's Running Shoes",https://m.media-amazon.com/images/I/91DsbLCyaHL._SL1500_.jpg,d52f4ff053ad3f8784c0964601a76504
8cd7eb294bfc5321dd1e38cc804caf3b,2025-04-04 07:29:14 +0008,https://www.amazon.in/dp/B0BG5N2F3V,B0BG5N2F3V,Red Tape Men's Walking Shoes,Red Tape,6199,1239,80.01,Shoes & Handbags | Shoes | Men's Shoes | Sports & Outdoor Shoes | Walking Shoes,BLACK|BLACK AND WHITE|BLUE AND WHITE|GREY|NAVY|WHITE|Black|OLIVE,In Stock,3.8,314,Cocoblu Retail,https://m.media-amazon.com/images/I/41+0Mr1Q0pL.jpg|https://m.media-amazon.com/images/I/41eyV6ieK5L.jpg|https://m.media-amazon.com/images/I/41ERoX7tUvL.jpg|https://m.media-amazon.com/images/I/41e1s5nx4gL.jpg|https://m.media-amazon.com/images/I/51uaMUM3tmL.jpg|https://m.media-amazon.com/images/I/418yKo23tSL.jpg,"Date First Available ‏ : ‎ 22 September 2022 | Manufacturer ‏ : ‎ Importer:-MIRZA INTERNATIONAL LTD., 14/6, CIVIL LINES, KANPUR-208001 | ASIN ‏ : ‎ B0BG5N2F3V | Item model number ‏ : ‎ RSO1521B | Country of Origin ‏ : ‎ Bangladesh | Department ‏ : ‎ mens | Manufacturer ‏ : ‎ Importer:-MIRZA INTERNATIONAL LTD., 14/6, CIVIL LINES, KANPUR-208001, Importer:-MIRZA INTERNATIONAL LTD., 14/6, CIVIL LINES, KANPUR-208001 | Packer ‏ : ‎ Importer:-MIRZA INTERNATIONAL LTD., 14/6, CIVIL LINES, KANPUR-208001 | Importer ‏ : ‎ Importer:-MIRZA INTERNATIONAL LTD., 14/6, CIVIL LINES, KANPUR-208001 | Item Weight ‏ : ‎ 800 g | Item Dimensions LxWxH ‏ : ‎ 33 x 22 x 12 Centimeters | Net Quantity ‏ : ‎ 1 Set | Generic Name ‏ : ‎ Walking Shoe | Best Sellers Rank: #2,314 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #69 in Men's Walking Shoes","#2,314 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #69 in Men's Walking Shoes",https://m.media-amazon.com/images/I/A1Us3+MzlYL._SL1500_.jpg,4e5ef0c1444e395d42af00c7855f745a
4cf63a12d2f5a2c348c1718036b42f94,2025-04-04 07:29:14 +0009,https://www.amazon.in/dp/B0CS3FZ4LT,B0CS3FZ4LT,Red Tape Men's Sneakers,Red Tape,5599,1679,70.01,Shoes & Handbags | Shoes | Men's Shoes | Casual Shoes | Sneakers,Black|White/Red|NAVY 1|White,In Stock,3.9,353,REDTAPE LIMITED,https://m.media-amazon.com/images/I/41-GktlIFRL.jpg|https://m.media-amazon.com/images/I/31Yc3md-8rL.jpg|https://m.media-amazon.com/images/I/41aLEl8bNYL.jpg|https://m.media-amazon.com/images/I/411IQWuXjfL.jpg|https://m.media-amazon.com/images/I/410AsXSqaML.jpg|https://m.media-amazon.com/images/I/410k90MjO0L.jpg,"Date First Available ‏ : ‎ 22 June 2023 | Manufacturer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Uttar Pradesh - 201301 | ASIN ‏ : ‎ B0CS3FZ4LT | Item model number ‏ : ‎ RSO1834C | Country of Origin ‏ : ‎ Nepal | Department ‏ : ‎ mens | Manufacturer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Uttar Pradesh - 201301, customercare@redtapeindia.com, +91 7836850000 | Packer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Gautam Buddha Nagar, Uttar Pradesh - 201301 | Importer ‏ : ‎ Importer:- REDTAPE LIMITED, Plot No - 08, Sector 90, Noida, Gautam Buddha Nagar, Uttar Pradesh - 201301 | Item Weight ‏ : ‎ 800 g | Item Dimensions LxWxH ‏ : ‎ 34.5 x 22.5 x 12.5 Centimeters | Net Quantity ‏ : ‎ 1.00 Set | Generic Name ‏ : ‎ Sneakers | Best Sellers Rank: #190 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #14 in Men's Sneakers",#190 in Shoes & Handbags (See Top 100 in Shoes & Handbags) #14 in Men's Sneakers,https://m.media-amazon.com/images/I/91q006RJfUL._SL1500_.jpg,0bb22182e52b6c5016ee7c9e0e902834
